video,width,height,fps,frames,duration_sec,proc_time_sec,proc_fps,persons,two_wheel,four_wheel,cars,buses,trucks,entry_in,exit_out,helmet_vio_total,triple_total,wrongside_total,debris_total,base_model,helmet_model,device,ts
Ramsetu_1st_Jan_PTZ_Ramsetu_(Copy)_20260101-120000_20260101-180000(1).mp4,1920,1080,15.09,166,11.0,50.6,3.3,40,4,24,17,2,5,2,2,0,0,0,0,yolov8l.pt,best.pt,mps,2026-02-24T01:15:09.762653
