video,width,height,fps,frames,duration_sec,proc_time_sec,proc_fps,persons,two_wheel,four_wheel,cars,buses,trucks,entry_in,exit_out,helmet_vio_total,triple_total,wrongside_total,debris_total,base_model,helmet_model,device,ts
Chh_Shivaji_Maharaj_Statue_NK_14th_Jan_Towards_Sinnar_phata_(Copy)_20260114-000000_20260114-120000.mp4,1920,1080,10.07,147,14.6,52.4,2.8,60,30,23,12,0,11,7,4,1,0,0,0,yolov8l.pt,best.pt,mps,2026-02-24T01:04:53.499284
